referee,date,total_fouls,total_yellows,rolling_yellows,rolling_fouls
Anthony Taylor,2022-01-02,25,3,5.2,27.3
Anthony Taylor,2022-02-08,32,5,5.2,27.4
Anthony Taylor,2022-02-19,17,3,5.3,26.7
Anthony Taylor,2022-02-27,12,1,4.8,25.9
Anthony Taylor,2022-03-05,38,7,5.0,25.3
Anthony Taylor,2022-03-13,23,3,4.7,25.2
Anthony Taylor,2022-03-20,22,1,4.1,24.5
Anthony Taylor,2022-04-02,25,2,3.7,23.5
Anthony Taylor,2022-04-10,23,5,3.7,24.0
Anthony Taylor,2022-04-24,17,4,3.4,23.4
Anthony Taylor,2022-05-11,27,1,3.2,23.6
Anthony Taylor,2022-05-15,16,4,3.1,22.0
Anthony Taylor,2022-05-19,24,5,3.3,22.7
Anthony Taylor,2022-05-22,11,1,3.3,22.6
C Kavanagh,2022-10-01,24,4,4.0,24.0
C Kavanagh,2022-10-09,16,4,4.0,20.0
C Kavanagh,2022-10-16,21,2,3.3333333333333335,20.333333333333332
C Kavanagh,2022-10-30,22,4,3.5,20.75
C Kavanagh,2022-11-13,25,9,4.6,21.6
C Kavanagh,2023-03-04,14,2,4.166666666666667,20.333333333333332
C Kavanagh,2023-03-12,14,1,3.7142857142857144,19.428571428571427
C Kavanagh,2023-04-01,27,8,4.25,20.375
C Kavanagh,2023-04-08,25,0,3.7777777777777777,20.88888888888889
C Kavanagh,2023-04-26,14,0,3.4,20.2
C Kavanagh,2023-04-30,26,1,3.1,20.4
C Kavanagh,2023-05-07,28,3,3.0,21.6
C Kavanagh,2023-05-20,13,1,2.9,20.8
C Kavanagh,2023-09-24,25,2,2.7,21.1
C Kavanagh,2023-09-30,18,5,2.3,20.4
C Kavanagh,2023-10-21,21,6,2.7,21.1
C Kavanagh,2023-10-29,22,5,3.1,21.9
C Kavanagh,2023-11-11,14,3,2.6,20.6
C Kavanagh,2023-11-25,20,4,3.0,20.1
C Kavanagh,2023-12-02,21,7,3.7,20.8
C Kavanagh,2023-12-06,24,4,4.0,20.6
C Kavanagh,2023-12-10,22,4,4.1,20.0
C Kavanagh,2023-12-17,27,4,4.4,21.4
C Kavanagh,2023-12-23,27,7,4.9,21.6
C Kavanagh,2023-12-26,21,6,5.0,21.9
C Kavanagh,2024-01-13,14,3,4.7,21.2
C Kavanagh,2024-02-10,19,3,4.5,20.9
C Kavanagh,2024-03-10,26,2,4.4,22.1
C Kavanagh,2024-03-30,26,2,4.2,22.7
C Kavanagh,2024-04-14,20,2,3.7,22.6
C Kavanagh,2024-05-04,16,1,3.4,21.8
C Kavanagh,2024-05-14,25,6,3.6,22.1
C Kavanagh,2024-05-19,25,2,3.4,21.9
C Kavanagh,2024-08-19,23,2,2.9,21.5
C Kavanagh,2024-08-31,19,5,2.8,21.3
C Kavanagh,2024-09-15,23,6,3.1,22.2
C Kavanagh,2024-09-29,30,8,3.6,23.3
C Kavanagh,2024-10-06,23,8,4.2,23.0
C Kavanagh,2024-10-20,13,5,4.5,21.7
C Kavanagh,2024-11-23,18,0,4.3,21.5
C Kavanagh,2024-12-01,17,4,4.6,21.6
C Kavanagh,2024-12-08,19,6,4.6,21.0
C Kavanagh,2024-12-16,17,2,4.6,20.2
C Kavanagh,2024-12-22,32,5,4.9,21.1
C Kavanagh,2024-12-29,19,3,4.7,21.1
C Kavanagh,2025-01-14,17,3,4.4,20.5
C Kavanagh,2025-01-18,28,5,4.1,20.3
C Kavanagh,2025-02-01,25,8,4.1,20.5
C Kavanagh,2025-02-26,23,1,3.7,21.5
C Kavanagh,2025-03-08,16,5,4.2,21.3
C Kavanagh,2025-03-16,23,6,4.4,21.9
C Kavanagh,2025-04-06,19,3,4.1,21.9
C Kavanagh,2025-04-13,16,2,4.1,21.8
C Kavanagh,2025-04-20,17,0,3.6,20.3
C Kavanagh,2025-04-26,22,0,3.3,20.6
C Kavanagh,2025-05-11,22,2,3.2,21.1
C Kavanagh,2025-05-16,24,7,3.4,20.7
C Kavanagh,2025-08-18,14,2,2.8,19.6
C Kavanagh,2025-08-24,22,2,2.9,19.5
C Kavanagh,2025-08-31,17,4,2.8,19.6
C Kavanagh,2025-09-13,27,5,2.7,20.0
C Kavanagh,2025-09-20,23,3,2.7,20.4
C Kavanagh,2025-09-27,18,4,2.9,20.6
C Kavanagh,2025-10-18,29,4,3.3,21.8
C Kavanagh,2025-11-01,23,3,3.6,21.9
C Kavanagh,2025-11-09,29,6,4.0,22.6
C Kavanagh,2025-11-22,19,6,3.9,22.1
C Kavanagh,2025-11-30,34,4,4.1,24.1
C Kavanagh,2025-12-06,32,7,4.6,25.1
C Kavanagh,2025-12-20,22,2,4.4,25.6
C Kavanagh,2025-12-27,16,4,4.3,24.5
C Kavanagh,2026-01-01,18,2,4.2,24.0
C Kavanagh,2026-01-03,21,4,4.2,24.3
C Kavanagh,2026-01-17,17,6,4.4,23.1
C Kavanagh,2026-01-31,27,3,4.4,23.5
C Kavanagh,2026-02-11,18,1,3.9,22.4
C Kavanagh,2026-03-01,25,4,3.7,23.0
C Kavanagh,2026-03-04,26,5,3.8,22.2
C Kavanagh,2026-03-15,21,0,3.1,21.1
C Kavanagh,2026-03-21,15,4,3.3,20.4
C Kavanagh,2026-04-12,24,4,3.3,21.2
C Kavanagh,2026-04-19,20,2,3.3,21.4
C Kavanagh,2026-04-27,15,6,3.5,20.8
C Kavanagh,2026-05-02,22,6,3.5,21.3
C Kavanagh,2026-05-10,26,7,3.9,21.2
C Kavanagh,2026-05-15,21,4,4.2,21.5
C Kavanagh,2026-05-24,33,5,4.3,22.3
C Pawson,2022-08-06,25,5,5.0,25.0
C Pawson,2022-08-20,22,3,4.0,23.5
C Pawson,2022-08-28,24,7,5.0,23.666666666666668
C Pawson,2022-09-01,22,4,4.75,23.25
C Pawson,2022-09-17,21,4,4.6,22.8
C Pawson,2022-10-16,24,4,4.5,23.0
C Pawson,2022-10-22,23,4,4.428571428571429,23.0
C Pawson,2022-11-12,20,2,4.125,22.625
C Pawson,2022-12-26,31,7,4.444444444444445,23.555555555555557
C Pawson,2022-12-30,23,1,4.1,23.5
C Pawson,2023-01-15,31,6,4.2,24.1
C Pawson,2023-01-21,20,6,4.5,23.9
C Pawson,2023-02-04,21,4,4.2,23.6
C Pawson,2023-02-11,20,2,4.0,23.4
C Pawson,2023-02-25,23,1,3.7,23.6
C Pawson,2023-03-04,31,5,3.8,24.3
C Pawson,2023-03-11,26,4,3.8,24.6
C Pawson,2023-04-05,23,3,3.9,24.9
C Pawson,2023-04-17,18,1,3.3,23.6
C Pawson,2023-04-29,26,3,3.5,23.9
C Pawson,2023-05-15,28,3,3.2,23.6
C Pawson,2023-08-11,19,0,2.6,23.5
C Pawson,2023-08-26,24,7,2.9,23.8
C Pawson,2023-09-16,20,8,3.5,23.8
C Pawson,2023-09-30,30,9,4.3,24.5
C Pawson,2023-10-07,19,1,3.9,23.3
C Pawson,2023-10-21,18,2,3.7,22.5
C Pawson,2023-11-04,17,1,3.5,21.9
C Pawson,2023-12-03,28,8,4.2,22.9
C Pawson,2023-12-06,27,4,4.3,23.0
C Pawson,2023-12-26,20,4,4.4,22.2
C Pawson,2024-01-22,23,5,4.9,22.6
C Pawson,2024-02-11,28,4,4.6,23.0
C Pawson,2024-03-02,15,3,4.1,22.5
C Pawson,2024-04-03,20,2,3.4,21.5
C Pawson,2024-04-13,25,5,3.8,22.1
C Pawson,2024-04-21,16,3,3.9,21.9
C Pawson,2024-04-27,27,8,4.6,22.9
C Pawson,2024-05-04,21,4,4.2,22.2
C Pawson,2024-05-19,19,4,4.2,21.4
C Pawson,2024-08-17,31,6,4.4,22.5
C Pawson,2024-08-24,22,3,4.2,22.4
C Pawson,2024-09-14,22,5,4.3,21.8
C Pawson,2024-10-05,20,3,4.3,22.3
C Pawson,2024-10-25,25,7,4.8,22.8
C Pawson,2024-11-03,28,2,4.5,23.1
C Pawson,2024-11-25,19,1,4.3,23.4
C Pawson,2024-12-03,27,6,4.1,23.4
C Pawson,2024-12-14,15,3,4.0,22.8
C Pawson,2024-12-22,22,4,4.0,23.1
C Pawson,2024-12-26,25,5,3.9,22.5
C Pawson,2024-12-30,23,5,4.1,22.6
C Pawson,2025-01-14,27,6,4.2,23.1
C Pawson,2025-01-25,21,5,4.4,23.2
C Pawson,2025-02-19,14,1,3.8,22.1
C Pawson,2025-02-22,31,4,4.0,22.4
C Pawson,2025-03-15,20,3,4.2,22.5
C Pawson,2025-04-03,23,10,4.6,22.1
C Pawson,2025-04-12,22,3,4.6,22.8
C Pawson,2025-04-22,19,6,4.8,22.5
C Pawson,2025-05-04,25,3,4.6,22.5
C Pawson,2025-05-25,16,3,4.4,21.8
C Pawson,2025-08-16,24,2,4.0,21.5
C Pawson,2025-08-31,20,0,3.5,21.4
C Pawson,2025-09-13,35,3,3.7,23.5
C Pawson,2025-09-27,24,4,3.7,22.8
C Pawson,2025-10-18,18,1,3.5,22.6
C Pawson,2025-10-26,17,2,2.7,22.0
C Pawson,2025-11-08,26,3,2.7,22.4
C Pawson,2025-11-29,10,0,2.1,21.5
C Pawson,2025-12-02,16,1,1.9,20.6
C Pawson,2025-12-13,23,3,1.9,21.3
C Pawson,2025-12-27,16,2,1.9,20.5
C Pawson,2026-01-04,15,2,2.1,20.0
C Pawson,2026-01-25,20,2,2.0,18.5
C Pawson,2026-02-08,29,6,2.2,19.0
C Pawson,2026-02-22,19,2,2.3,19.1
C Pawson,2026-02-27,32,6,2.7,20.6
C Pawson,2026-03-03,19,3,2.7,19.9
C Pawson,2026-04-21,21,2,2.9,21.0
C Pawson,2026-05-02,20,4,3.2,21.4
C Pawson,2026-05-09,34,6,3.5,22.5
C Pawson,2026-05-24,18,2,3.5,22.7
Chris Kavanagh,2017-09-09,17,2,2.0,17.0
Chris Kavanagh,2017-09-23,26,5,3.5,21.5
Chris Kavanagh,2017-11-25,24,3,3.3333333333333335,22.333333333333332
Chris Kavanagh,2017-12-02,23,3,3.25,22.5
Chris Kavanagh,2017-12-13,24,1,2.8,22.8
Chris Kavanagh,2017-12-16,32,6,3.3333333333333335,24.333333333333332
Chris Kavanagh,2017-12-26,27,6,3.7142857142857144,24.714285714285715
Chris Kavanagh,2018-01-01,26,4,3.75,24.875
Chris Kavanagh,2018-01-20,25,0,3.3333333333333335,24.88888888888889
Chris Kavanagh,2018-01-31,21,2,3.2,24.5
Chris Kavanagh,2018-03-03,27,2,3.2,25.5
Chris Kavanagh,2018-03-31,26,9,3.6,25.5
Chris Kavanagh,2018-04-14,25,2,3.5,25.6
Chris Kavanagh,2018-04-21,38,8,4.0,27.1
Chris Kavanagh,2018-05-05,25,3,4.2,27.2
Chris Kavanagh,2018-08-11,26,3,3.9,26.6
Chris Kavanagh,2018-08-25,27,2,3.5,26.6
Chris Kavanagh,2018-09-01,28,3,3.4,26.8
Chris Kavanagh,2018-09-22,28,3,3.7,27.1
Chris Kavanagh,2018-10-06,24,4,3.9,27.4
Chris Kavanagh,2018-10-22,25,4,4.1,27.2
Chris Kavanagh,2018-10-27,21,1,3.3,26.7
Chris Kavanagh,2018-11-10,19,2,3.3,26.1
Chris Kavanagh,2018-11-24,17,7,3.2,24.0
Chris Kavanagh,2018-12-02,23,5,3.4,23.8
Chris Kavanagh,2018-12-16,27,4,3.5,23.9
Chris Kavanagh,2018-12-26,17,3,3.6,22.9
Chris Kavanagh,2019-01-02,25,1,3.4,22.6
Chris Kavanagh,2019-01-12,25,2,3.3,22.3
Chris Kavanagh,2019-01-19,27,6,3.5,22.6
Chris Kavanagh,2019-02-27,24,4,3.5,22.5
Chris Kavanagh,2019-03-02,26,7,4.1,23.0
Chris Kavanagh,2019-03-30,26,2,4.1,23.7
Chris Kavanagh,2019-04-08,17,3,3.7,23.7
Chris Kavanagh,2019-04-12,19,5,3.7,23.3
Chris Kavanagh,2019-04-23,24,3,3.6,23.0
Chris Kavanagh,2019-04-27,23,0,3.3,23.6
Chris Kavanagh,2019-05-03,22,2,3.4,23.3
Chris Kavanagh,2019-05-12,19,1,3.3,22.7
Chris Kavanagh,2019-08-10,25,1,2.8,22.5
Chris Kavanagh,2019-08-24,34,2,2.6,23.5
Chris Kavanagh,2019-08-31,30,0,1.9,23.9
Chris Kavanagh,2019-09-20,26,4,2.1,23.9
Chris Kavanagh,2019-09-28,25,5,2.3,24.7
Chris Kavanagh,2019-10-05,32,5,2.3,26.0
Chris Kavanagh,2019-10-19,15,7,2.7,25.1
Chris Kavanagh,2019-11-02,30,7,3.4,25.8
Chris Kavanagh,2019-11-09,28,2,3.4,26.4
Chris Kavanagh,2019-11-30,13,3,3.6,25.8
Chris Kavanagh,2019-12-04,30,3,3.8,26.3
Chris Kavanagh,2019-12-07,13,1,3.7,24.2
Chris Kavanagh,2019-12-26,29,5,4.2,24.1
Chris Kavanagh,2019-12-29,16,2,4.0,23.1
Chris Kavanagh,2020-01-01,31,2,3.7,23.7
Chris Kavanagh,2020-01-18,28,2,3.4,23.3
Chris Kavanagh,2020-01-22,21,1,2.8,23.9
Chris Kavanagh,2020-02-02,22,4,2.5,23.1
Chris Kavanagh,2020-02-23,21,5,2.8,22.4
Chris Kavanagh,2020-03-01,23,7,3.2,23.4
Chris Kavanagh,2020-06-24,33,4,3.3,23.7
Chris Kavanagh,2020-07-02,32,2,3.4,25.6
Chris Kavanagh,2020-07-07,28,1,3.0,25.5
Chris Kavanagh,2020-07-13,37,4,3.2,27.6
Chris Kavanagh,2020-07-21,35,6,3.6,28.0
Chris Kavanagh,2020-07-26,24,1,3.5,27.6
Chris Kavanagh,2020-09-12,27,4,3.8,28.2
Chris Kavanagh,2020-09-26,38,6,4.0,29.8
Chris Kavanagh,2020-10-04,32,3,3.8,30.9
Chris Kavanagh,2020-10-17,31,5,3.6,31.7
Chris Kavanagh,2020-11-07,29,2,3.4,31.3
Chris Kavanagh,2020-11-22,28,2,3.4,30.9
Chris Kavanagh,2020-11-28,29,3,3.6,31.0
Chris Kavanagh,2020-12-12,26,2,3.4,29.9
Chris Kavanagh,2020-12-21,21,0,2.8,28.5
Chris Kavanagh,2020-12-29,34,3,3.0,29.5
Chris Kavanagh,2021-01-16,27,3,2.9,29.5
Chris Kavanagh,2021-01-26,19,2,2.5,27.6
Chris Kavanagh,2021-01-31,34,3,2.5,27.8
Chris Kavanagh,2021-02-06,29,5,2.5,27.6
Chris Kavanagh,2021-02-20,24,3,2.6,27.1
Chris Kavanagh,2021-03-02,15,1,2.5,25.8
Chris Kavanagh,2021-04-11,31,6,2.8,26.0
Chris Kavanagh,2021-04-24,22,4,3.0,25.6
Chris Kavanagh,2021-05-01,27,2,3.2,26.2
Chris Kavanagh,2021-05-09,31,5,3.4,25.9
Chris Kavanagh,2021-05-19,24,0,3.1,25.6
Chris Kavanagh,2021-05-23,20,1,3.0,25.7
Chris Kavanagh,2021-09-25,22,6,3.3,24.5
Chris Kavanagh,2021-10-03,32,3,3.1,24.8
Chris Kavanagh,2021-10-23,26,4,3.2,25.0
Chris Kavanagh,2021-10-31,20,3,3.4,25.5
Chris Kavanagh,2021-11-07,32,6,3.4,25.6
Chris Kavanagh,2021-12-01,21,2,3.2,25.5
Chris Kavanagh,2021-12-04,16,4,3.4,24.4
Chris Kavanagh,2021-12-11,29,7,3.6,24.2
Chris Kavanagh,2021-12-26,26,3,3.9,24.4
Chris Kavanagh,2022-01-22,23,6,4.4,24.7
Chris Kavanagh,2022-02-10,20,1,3.9,24.5
Chris Kavanagh,2022-02-19,18,6,4.2,23.1
Chris Kavanagh,2022-03-01,24,2,4.0,22.9
Chris Kavanagh,2022-04-23,24,2,3.9,23.3
Chris Kavanagh,2022-05-02,14,1,3.4,21.5
Chris Kavanagh,2022-05-08,30,4,3.6,22.4
Chris Kavanagh,2022-05-15,31,4,3.6,23.9
Chris Kavanagh,2022-05-22,26,4,3.3,23.6
Craig Pawson,2017-08-12,28,9,9.0,28.0
Craig Pawson,2017-08-20,27,7,8.0,27.5
Craig Pawson,2017-08-27,24,6,7.333333333333333,26.333333333333332
Craig Pawson,2017-09-15,20,0,5.5,24.75
Craig Pawson,2017-09-23,26,5,5.4,25.0
Craig Pawson,2017-10-01,19,2,4.833333333333333,24.0
Craig Pawson,2017-10-14,17,1,4.285714285714286,23.0
Craig Pawson,2017-10-22,30,5,4.375,23.875
Craig Pawson,2017-10-28,11,2,4.111111111111111,22.444444444444443
Craig Pawson,2017-11-18,20,2,3.9,22.2
Craig Pawson,2017-11-26,24,5,3.5,21.8
Craig Pawson,2017-12-02,29,2,3.0,22.0
Craig Pawson,2017-12-10,27,4,2.8,22.3
Craig Pawson,2017-12-16,34,6,3.4,23.7
Craig Pawson,2017-12-23,31,5,3.4,24.2
Craig Pawson,2017-12-30,31,6,3.8,25.4
Craig Pawson,2018-01-13,33,2,3.9,27.0
Craig Pawson,2018-02-11,28,2,3.6,26.8
Craig Pawson,2018-03-10,32,3,3.7,28.9
Craig Pawson,2018-04-01,26,3,3.8,29.5
Craig Pawson,2018-04-14,18,4,3.7,28.9
Craig Pawson,2018-04-22,13,1,3.6,27.3
Craig Pawson,2018-05-04,11,2,3.4,25.7
Craig Pawson,2018-05-13,27,3,3.1,25.0
Craig Pawson,2018-08-11,15,1,2.7,23.4
Craig Pawson,2018-08-18,36,4,2.5,23.9
Craig Pawson,2018-08-27,31,5,2.8,23.7
Craig Pawson,2018-09-15,28,8,3.4,23.7
Craig Pawson,2018-09-29,36,4,3.5,24.1
Craig Pawson,2018-10-07,27,6,3.8,24.2
Craig Pawson,2018-10-28,24,6,4.0,24.8
Craig Pawson,2018-11-03,27,6,4.5,26.2
Craig Pawson,2018-11-25,18,3,4.6,26.9
Craig Pawson,2018-12-02,27,3,4.6,26.9
Craig Pawson,2018-12-08,23,4,4.9,27.7
Craig Pawson,2018-12-15,17,3,4.8,25.8
Craig Pawson,2018-12-21,14,0,4.3,24.1
Craig Pawson,2018-12-27,21,2,3.7,23.4
Craig Pawson,2018-12-30,22,1,3.4,22.0
Craig Pawson,2019-01-14,9,1,2.9,20.2
Craig Pawson,2019-01-20,18,5,2.8,19.6
Craig Pawson,2019-02-06,17,2,2.4,18.6
Craig Pawson,2019-02-09,24,3,2.4,19.2
Craig Pawson,2019-02-26,18,4,2.5,18.3
Craig Pawson,2019-03-09,28,6,2.7,18.8
Craig Pawson,2019-03-17,21,3,2.7,19.2
Craig Pawson,2019-03-31,28,5,3.2,20.6
Craig Pawson,2019-04-15,21,2,3.2,20.6
Craig Pawson,2019-04-20,10,1,3.2,19.4
Craig Pawson,2019-05-04,23,6,3.7,20.8
Craig Pawson,2019-08-10,26,1,3.3,21.6
Craig Pawson,2019-08-25,26,2,3.3,22.5
Craig Pawson,2019-09-14,30,7,3.7,23.1
Craig Pawson,2019-09-29,24,2,3.5,23.7
Craig Pawson,2019-10-06,31,7,3.6,24.0
Craig Pawson,2019-12-01,30,5,3.8,24.9
Craig Pawson,2019-12-04,33,5,3.8,25.4
Craig Pawson,2019-12-07,28,3,3.9,26.1
Craig Pawson,2019-12-16,25,2,4.0,27.6
Craig Pawson,2019-12-21,36,3,3.7,28.9
Craig Pawson,2019-12-29,36,9,4.5,29.9
Craig Pawson,2020-01-19,21,4,4.7,29.4
Craig Pawson,2020-02-01,34,7,4.7,29.8
Craig Pawson,2020-02-22,31,5,5.0,30.5
Craig Pawson,2020-02-28,36,3,4.6,31.0
Craig Pawson,2020-06-20,29,1,4.2,30.9
Craig Pawson,2020-06-23,25,4,4.1,30.1
Craig Pawson,2020-06-27,36,2,4.0,30.9
Craig Pawson,2020-07-05,20,1,3.9,30.4
Craig Pawson,2020-07-08,26,5,4.1,29.4
Craig Pawson,2020-07-11,42,5,3.7,30.0
Craig Pawson,2020-07-19,26,4,3.7,30.5
Craig Pawson,2020-07-26,13,2,3.2,28.4
Craig Pawson,2020-09-14,23,1,2.8,27.6
Craig Pawson,2020-09-28,24,4,2.9,26.4
Craig Pawson,2020-10-17,31,2,3.0,26.6
Craig Pawson,2020-10-25,24,8,3.4,26.5
Craig Pawson,2020-11-08,32,4,3.6,26.1
Craig Pawson,2020-11-21,27,2,3.7,26.8
Craig Pawson,2020-12-06,24,2,3.4,26.6
Craig Pawson,2020-12-17,44,2,3.1,26.8
Craig Pawson,2020-12-20,35,4,3.1,27.7
Craig Pawson,2021-01-19,32,4,3.3,29.6
Craig Pawson,2021-01-27,29,3,3.5,30.2
Craig Pawson,2021-02-02,19,5,3.6,29.7
Craig Pawson,2021-02-06,31,6,4.0,29.7
Craig Pawson,2021-02-14,27,5,3.7,30.0
Craig Pawson,2021-02-21,24,7,4.0,29.2
Craig Pawson,2021-03-15,31,3,4.1,29.6
Craig Pawson,2021-04-04,33,5,4.4,30.5
Craig Pawson,2021-04-18,26,3,4.5,28.7
Craig Pawson,2021-04-25,45,5,4.6,29.7
Craig Pawson,2021-05-11,26,0,4.2,29.1
Craig Pawson,2021-05-15,31,1,4.0,29.3
Craig Pawson,2021-05-19,33,2,3.7,30.7
Craig Pawson,2021-05-23,24,4,3.5,30.0
Craig Pawson,2021-08-14,19,3,3.3,29.2
Craig Pawson,2021-08-22,29,5,3.1,29.7
Craig Pawson,2021-09-12,19,3,3.1,28.5
Craig Pawson,2021-09-18,23,2,2.8,27.5
Craig Pawson,2021-09-26,28,3,2.8,27.7
Craig Pawson,2021-10-16,29,3,2.6,26.1
Craig Pawson,2021-10-22,34,7,3.3,26.9
Craig Pawson,2021-11-07,21,2,3.4,25.9
Craig Pawson,2021-11-27,32,4,3.6,25.8
Craig Pawson,2021-12-05,30,4,3.6,26.4
Craig Pawson,2021-12-27,21,6,3.9,26.6
Craig Pawson,2022-01-02,31,4,3.8,26.8
Craig Pawson,2022-01-15,25,2,3.7,27.4
Craig Pawson,2022-01-22,36,9,4.4,28.7
Craig Pawson,2022-02-05,30,3,4.4,28.9
Craig Pawson,2022-02-13,45,7,4.8,30.5
Craig Pawson,2022-02-20,30,8,4.9,30.1
Craig Pawson,2022-02-26,32,6,5.3,31.2
Craig Pawson,2022-03-06,17,3,5.2,29.7
Craig Pawson,2022-03-17,33,3,5.1,30.0
Craig Pawson,2022-04-02,20,1,4.6,29.9
Craig Pawson,2022-04-16,33,6,4.8,30.1
Craig Pawson,2022-04-23,23,7,5.3,29.9
Craig Pawson,2022-04-30,24,3,4.7,28.7
Craig Pawson,2022-05-08,23,3,4.7,28.0
Craig Pawson,2022-05-22,21,1,4.1,25.6
D Bond,2023-01-03,23,8,8.0,23.0
D Bond,2023-02-04,19,3,5.5,21.0
D Bond,2023-03-18,21,3,4.666666666666667,21.0
D Bond,2023-04-04,16,2,4.0,19.75
D Bond,2023-08-19,25,4,4.0,20.8
D Bond,2024-02-03,18,4,4.0,20.333333333333332
D Bond,2024-02-25,12,3,3.857142857142857,19.142857142857142
D Bond,2024-03-16,31,6,4.125,20.625
D Bond,2024-05-19,18,5,4.222222222222222,20.333333333333332
D Bond,2024-08-24,27,4,4.2,21.0
D Bond,2024-09-14,12,4,3.8,19.9
D Bond,2024-10-05,26,5,4.0,20.6
D Bond,2024-10-27,28,8,4.5,21.3
D Bond,2024-11-09,24,6,4.9,22.1
D Bond,2024-12-01,18,1,4.6,21.4
D Bond,2024-12-07,33,4,4.6,22.9
D Bond,2024-12-26,22,5,4.8,23.9
D Bond,2025-01-05,24,6,4.8,23.2
D Bond,2025-02-01,20,0,4.3,23.4
D Bond,2025-02-22,23,2,4.1,23.0
D Bond,2025-03-15,20,3,4.0,23.8
D Bond,2025-04-12,20,7,4.2,23.2
D Bond,2025-05-25,15,0,3.4,21.9
D Coote,2022-08-13,18,3,3.0,18.0
D Coote,2022-08-28,20,2,2.5,19.0
D Coote,2022-09-18,20,2,2.3333333333333335,19.333333333333332
D Coote,2022-10-09,20,3,2.5,19.5
D Coote,2022-10-18,32,4,2.8,22.0
D Coote,2022-10-24,20,2,2.6666666666666665,21.666666666666668
D Coote,2022-11-05,14,0,2.2857142857142856,20.571428571428573
D Coote,2022-12-26,21,4,2.5,20.625
D Coote,2023-01-04,29,4,2.6666666666666665,21.555555555555557
D Coote,2023-01-12,28,7,3.1,22.2
D Coote,2023-01-22,20,3,3.1,22.4
D Coote,2023-02-04,21,5,3.4,22.5
D Coote,2023-02-18,40,9,4.1,24.5
D Coote,2023-03-12,19,1,3.9,24.4
D Coote,2023-04-03,24,3,3.8,23.6
D Coote,2023-04-08,23,3,3.9,23.9
D Coote,2023-04-16,19,3,4.2,24.4
D Coote,2023-04-23,20,3,4.1,24.3
D Coote,2023-04-29,25,2,3.9,23.9
D Coote,2023-05-20,28,6,3.8,23.9
D Coote,2023-05-28,31,8,4.3,25.0
D Coote,2023-08-12,23,4,4.2,25.2
D Coote,2023-08-21,24,3,3.6,23.6
D Coote,2023-09-17,35,6,4.1,25.2
D Coote,2023-10-07,29,3,4.1,25.7
D Coote,2023-10-22,24,1,3.9,25.8
D Coote,2023-12-17,25,10,4.6,26.4
D Coote,2023-12-24,20,8,5.1,26.4
D Coote,2023-12-30,11,2,5.1,25.0
D Coote,2024-01-14,27,5,5.0,24.9
D Coote,2024-01-31,28,5,4.7,24.6
D Coote,2024-02-18,28,8,5.1,25.1
D Coote,2024-03-03,21,6,5.4,24.8
D Coote,2024-03-31,26,8,5.6,23.9
D Coote,2024-04-14,19,4,5.7,22.9
D Coote,2024-04-27,28,4,6.0,23.3
D Coote,2024-05-04,28,5,5.5,23.6
D Coote,2024-08-25,27,4,5.1,24.3
D Coote,2024-08-31,34,9,5.8,26.6
D Coote,2024-09-21,19,4,5.7,25.8
D Coote,2024-10-06,24,4,5.6,25.4
D Coote,2024-10-27,13,6,5.4,23.9
D Coote,2024-11-09,26,3,5.1,24.4
D England,2022-08-13,24,2,2.0,24.0
D England,2022-08-27,22,3,2.5,23.0
D England,2022-08-30,19,6,3.6666666666666665,21.666666666666668
D England,2022-10-01,19,2,3.25,21.0
D England,2022-10-18,24,4,3.4,21.6
D England,2022-10-23,25,1,3.0,22.166666666666668
D England,2022-11-05,17,6,3.4285714285714284,21.428571428571427
D England,2022-12-30,14,1,3.125,20.5
D England,2023-01-14,23,4,3.2222222222222223,20.77777777777778
D England,2023-02-04,20,2,3.1,20.7
D England,2023-02-18,26,5,3.4,20.9
D England,2023-02-25,25,7,3.8,21.2
D England,2023-03-18,20,4,3.6,21.3
D England,2023-04-01,24,2,3.6,21.8
D England,2023-04-15,16,2,3.4,21.0
D England,2023-04-27,20,3,3.6,20.5
D England,2023-05-06,29,8,3.8,21.7
D England,2023-05-28,14,2,3.9,21.7
D England,2023-09-02,24,7,4.2,21.8
D England,2023-09-16,22,8,4.8,22.0
D England,2023-12-23,16,3,4.6,21.0
D England,2024-01-20,24,4,4.3,20.9
D England,2024-02-10,22,3,4.2,21.1
D England,2024-02-20,18,6,4.6,20.5
D England,2024-03-10,29,6,5.0,21.8
D England,2024-03-16,27,3,5.0,22.5
D England,2024-03-30,19,4,4.6,21.5
D England,2024-04-03,19,3,4.7,22.0
D England,2024-04-27,22,3,4.3,21.8
D England,2024-05-11,25,7,4.2,22.1
D England,2024-08-25,26,5,4.4,23.1
D England,2024-09-21,23,3,4.3,23.0
D England,2024-10-19,19,6,4.6,22.7
D England,2024-11-10,29,6,4.6,23.8
D England,2024-11-30,23,6,4.6,23.2
D England,2024-12-07,23,2,4.5,22.8
D England,2024-12-15,23,4,4.5,23.2
D England,2024-12-27,19,2,4.4,23.2
D England,2025-01-15,23,2,4.3,23.3
D England,2025-01-19,28,3,3.9,23.6
D England,2025-02-01,24,5,3.9,23.4
D England,2025-02-15,23,2,3.8,23.4
D England,2025-02-26,25,8,4.0,24.0
D England,2025-04-02,19,5,3.9,23.0
D England,2025-04-05,30,4,3.7,23.7
D England,2025-04-16,24,5,4.0,23.8
