referee,date,total_fouls,total_yellows,rolling_yellows,rolling_fouls
R Jones,2025-12-27,18,3,3.9,20.8
R Jones,2025-12-30,12,3,3.8,19.2
R Jones,2026-01-17,23,6,4.1,19.8
R Jones,2026-02-01,27,6,4.3,21.3
R Jones,2026-02-10,22,8,5.1,21.8
R Jones,2026-04-12,29,6,5.4,23.2
R Jones,2026-05-03,21,2,5.0,21.9
R Jones,2026-05-24,19,4,4.9,21.0
R Madley,2022-10-29,27,6,6.0,27.0
R Madley,2023-09-02,19,3,4.5,23.0
R Welch,2023-12-23,22,3,3.0,22.0
R Welch,2024-02-04,31,5,4.0,26.5
Robert Jones,2019-12-21,22,4,4.0,22.0
Robert Jones,2020-11-07,23,4,4.0,22.5
Robert Jones,2020-12-16,27,1,3.0,24.0
Robert Jones,2020-12-27,27,3,3.0,24.75
Robert Jones,2021-01-03,29,2,2.8,25.6
Robert Jones,2021-02-03,33,4,3.0,26.833333333333332
Robert Jones,2021-03-03,24,1,2.7142857142857144,26.428571428571427
Robert Jones,2021-04-17,31,3,2.75,27.0
Robert Jones,2021-04-30,28,1,2.5555555555555554,27.11111111111111
Robert Jones,2021-05-19,23,2,2.5,26.7
Robert Jones,2021-08-28,21,3,2.4,26.6
Robert Jones,2021-09-18,27,2,2.2,27.0
Robert Jones,2021-10-23,34,5,2.6,27.7
Robert Jones,2021-11-20,28,4,2.7,27.8
Robert Jones,2021-12-01,28,4,2.9,27.7
Robert Jones,2022-01-01,25,1,2.6,26.9
Robert Jones,2022-01-14,24,2,2.7,26.9
Robert Jones,2022-02-19,22,3,2.7,26.0
Robert Jones,2022-03-16,29,4,3.0,26.1
Robert Jones,2022-04-10,32,2,3.0,27.0
Robert Jones,2022-04-24,25,1,2.8,27.4
Robert Jones,2022-05-08,28,2,2.8,27.5
Robert Madley,2017-08-12,24,4,4.0,24.0
Robert Madley,2017-08-21,20,9,6.5,22.0
Robert Madley,2017-09-16,30,6,6.333333333333333,24.666666666666668
Robert Madley,2017-09-25,27,5,6.0,25.25
Robert Madley,2017-10-14,18,4,5.6,23.8
Robert Madley,2017-10-28,38,3,5.166666666666667,26.166666666666668
Robert Madley,2017-11-04,23,0,4.428571428571429,25.714285714285715
Robert Madley,2017-12-10,25,4,4.375,25.625
Robert Madley,2017-12-13,19,2,4.111111111111111,24.88888888888889
Robert Madley,2017-12-23,19,3,4.0,24.3
Robert Madley,2018-01-02,28,4,4.0,24.7
Robert Madley,2018-01-31,31,4,3.5,25.8
Robert Madley,2018-02-10,20,0,2.9,24.8
Robert Madley,2018-02-24,26,1,2.5,24.7
Robert Madley,2018-03-10,15,4,2.5,24.4
Robert Madley,2018-03-31,23,0,2.2,22.9
Robert Madley,2018-04-19,21,1,2.3,22.7
Robert Madley,2018-04-23,29,3,2.2,23.1
Roger East,2017-08-19,22,4,4.0,22.0
Roger East,2017-09-16,21,3,3.5,21.5
Roger East,2017-09-30,27,5,4.0,23.333333333333332
Roger East,2017-10-21,18,5,4.25,22.0
Roger East,2017-11-04,22,8,5.0,22.0
Roger East,2017-11-29,22,1,4.333333333333333,22.0
Roger East,2017-12-09,24,1,3.857142857142857,22.285714285714285
Roger East,2017-12-16,27,4,3.875,22.875
Roger East,2017-12-26,28,2,3.6666666666666665,23.444444444444443
Roger East,2018-01-01,20,0,3.3,23.1
Roger East,2018-01-13,25,5,3.4,23.4
Roger East,2018-02-03,19,4,3.5,23.2
Roger East,2018-02-24,22,5,3.5,22.7
Roger East,2018-03-10,23,1,3.1,23.2
Roger East,2018-04-07,23,5,2.8,23.3
Roger East,2018-04-19,21,0,2.7,23.2
Roger East,2018-04-28,24,2,2.8,23.2
Roger East,2018-05-05,24,3,2.7,22.9
Roger East,2018-09-29,30,3,2.8,23.1
Roger East,2018-11-03,19,5,3.3,23.0
Roger East,2018-12-04,25,6,3.4,23.0
Roger East,2018-12-29,39,3,3.3,25.0
Roger East,2019-01-02,20,5,3.3,24.8
Roger East,2019-01-30,16,1,3.3,24.1
Roger East,2019-02-23,25,10,3.8,24.3
Roger East,2019-04-02,20,5,4.3,24.2
Roger East,2019-04-20,25,4,4.5,24.3
Roger East,2019-05-12,27,3,4.5,24.6
S Allison,2023-12-26,26,5,5.0,26.0
S Allison,2024-03-13,27,3,4.0,26.5
S Allison,2024-04-06,23,3,3.6666666666666665,25.333333333333332
S Allison,2024-09-21,32,8,4.75,27.0
S Attwell,2022-08-13,21,4,4.0,21.0
S Attwell,2022-08-21,31,1,2.5,26.0
S Attwell,2022-08-27,11,1,2.0,21.0
S Attwell,2022-09-03,15,7,3.25,19.5
S Attwell,2022-10-02,35,5,3.6,22.6
S Attwell,2022-10-19,17,0,3.0,21.666666666666668
S Attwell,2022-10-22,18,5,3.2857142857142856,21.142857142857142
S Attwell,2022-11-06,17,1,3.0,20.625
S Attwell,2022-11-12,11,5,3.2222222222222223,19.555555555555557
S Attwell,2022-12-28,25,6,3.5,20.1
S Attwell,2023-01-02,13,4,3.5,19.3
S Attwell,2023-01-14,20,3,3.7,18.2
S Attwell,2023-01-21,15,2,3.8,18.6
S Attwell,2023-02-03,28,5,3.6,19.9
S Attwell,2023-02-11,18,5,3.6,18.2
S Attwell,2023-02-19,18,2,3.8,18.3
S Attwell,2023-02-26,20,5,3.8,18.5
S Attwell,2023-03-04,14,3,4.0,18.2
S Attwell,2023-03-19,18,1,3.6,18.9
S Attwell,2023-04-02,20,0,3.0,18.4
S Attwell,2023-04-08,30,4,3.0,20.1
S Attwell,2023-05-03,18,0,2.7,19.9
S Attwell,2023-05-06,29,6,3.1,21.3
S Attwell,2023-05-25,18,2,2.8,20.3
S Attwell,2023-05-28,23,4,2.7,20.8
S Attwell,2023-08-12,18,2,2.7,20.8
S Attwell,2023-08-26,24,8,3.0,21.2
S Attwell,2023-09-02,31,8,3.5,22.9
S Attwell,2023-09-24,20,3,3.7,23.1
S Attwell,2023-10-07,19,6,4.3,23.0
S Attwell,2023-10-29,18,5,4.4,21.8
S Attwell,2023-11-04,23,6,5.0,22.3
S Attwell,2023-12-03,13,0,4.4,20.7
S Attwell,2023-12-09,27,6,4.8,21.6
S Attwell,2023-12-23,24,5,4.9,21.7
S Attwell,2023-12-30,23,5,5.2,22.2
S Attwell,2024-02-18,8,5,4.9,20.6
S Attwell,2024-04-04,15,1,4.2,19.0
S Attwell,2024-04-14,19,3,4.2,18.9
S Attwell,2024-04-24,27,5,4.1,19.7
S Attwell,2024-04-27,26,2,3.8,20.5
S Attwell,2024-05-11,17,3,3.5,19.9
S Attwell,2024-08-25,17,5,4.0,20.3
S Attwell,2024-08-31,7,3,3.7,18.3
S Attwell,2024-09-14,25,5,3.7,18.4
S Attwell,2024-09-29,24,5,3.7,18.5
S Attwell,2024-11-04,13,3,3.5,19.0
S Attwell,2024-11-09,19,3,3.7,19.4
S Attwell,2024-11-23,23,4,3.8,19.8
S Attwell,2024-12-01,27,4,3.7,19.8
S Attwell,2024-12-08,19,3,3.8,19.1
S Attwell,2024-12-21,16,2,3.7,19.0
S Attwell,2025-01-04,14,2,3.4,18.7
S Attwell,2025-01-18,25,7,3.8,20.5
S Attwell,2025-02-03,21,4,3.7,20.1
S Attwell,2025-02-27,18,0,3.2,19.5
S Attwell,2025-03-08,27,4,3.3,20.9
S Attwell,2025-04-02,27,4,3.4,21.7
S Attwell,2025-04-13,18,4,3.4,21.2
S Attwell,2025-04-20,18,3,3.3,20.3
S Attwell,2025-05-10,31,7,3.7,21.5
S Attwell,2025-08-24,22,7,4.2,22.1
S Attwell,2025-08-31,21,5,4.5,22.8
S Attwell,2025-09-13,22,5,4.3,22.5
S Attwell,2025-09-21,21,3,4.2,22.5
S Attwell,2025-10-04,22,5,4.7,22.9
S Attwell,2025-10-24,23,6,4.9,22.5
S Attwell,2025-11-01,24,5,5.0,22.2
S Attwell,2025-11-09,23,3,4.9,22.7
S Attwell,2025-11-29,18,5,5.1,22.7
S Attwell,2025-12-03,15,2,4.6,21.1
S Attwell,2025-12-06,20,4,4.3,20.9
S Attwell,2025-12-27,24,8,4.6,21.2
S Attwell,2026-01-04,16,5,4.6,20.6
S Attwell,2026-01-07,17,2,4.5,20.2
S Attwell,2026-01-31,17,2,4.2,19.7
S Attwell,2026-02-07,23,6,4.2,19.7
S Attwell,2026-02-28,22,5,4.2,19.5
S Attwell,2026-03-03,34,4,4.3,20.6
S Attwell,2026-03-16,22,6,4.4,21.0
S Attwell,2026-03-20,19,4,4.6,21.4
S Attwell,2026-04-18,28,4,4.6,22.2
S Attwell,2026-04-25,20,7,4.5,21.8
S Attwell,2026-05-09,24,3,4.3,22.6
S Attwell,2026-05-13,17,2,4.3,22.6
S Attwell,2026-05-19,29,7,4.8,23.8
S Barrott,2023-10-07,18,3,3.0,18.0
S Barrott,2023-10-21,23,3,3.0,20.5
S Barrott,2023-10-28,21,5,3.6666666666666665,20.666666666666668
S Barrott,2023-11-11,27,5,4.0,22.25
S Barrott,2023-11-25,18,4,4.0,21.4
S Barrott,2023-12-05,21,3,3.8333333333333335,21.333333333333332
S Barrott,2023-12-09,20,1,3.4285714285714284,21.142857142857142
S Barrott,2023-12-16,19,2,3.25,20.875
S Barrott,2024-01-02,10,1,3.0,19.666666666666668
S Barrott,2024-01-31,16,4,3.1,19.3
S Barrott,2024-02-10,27,5,3.3,20.2
S Barrott,2024-02-24,23,3,3.3,20.2
S Barrott,2024-03-04,15,1,2.9,19.6
S Barrott,2024-03-30,25,3,2.7,19.4
S Barrott,2024-04-13,19,4,2.7,19.5
S Barrott,2024-08-18,21,6,3.0,19.5
S Barrott,2024-08-24,28,6,3.5,20.3
S Barrott,2024-09-14,30,7,4.0,21.4
S Barrott,2024-09-21,26,7,4.6,23.0
S Barrott,2024-09-28,17,6,4.8,23.1
S Barrott,2024-10-19,19,4,4.7,22.3
S Barrott,2024-11-09,22,6,5.0,22.2
S Barrott,2024-11-24,20,7,5.6,22.7
S Barrott,2024-12-04,20,4,5.7,22.2
S Barrott,2024-12-14,18,1,5.4,22.1
S Barrott,2024-12-22,16,3,5.1,21.6
S Barrott,2024-12-26,26,4,4.9,21.4
S Barrott,2025-01-15,27,3,4.5,21.1
S Barrott,2025-01-19,11,1,3.9,19.6
S Barrott,2025-01-25,15,1,3.4,19.4
S Barrott,2025-02-15,19,3,3.3,19.4
S Barrott,2025-02-25,29,4,3.1,20.1
S Barrott,2025-03-08,18,2,2.6,19.9
S Barrott,2025-04-02,18,4,2.6,19.7
S Barrott,2025-04-19,23,7,3.2,20.2
S Barrott,2025-04-26,24,5,3.4,21.0
S Barrott,2025-05-10,18,6,3.6,20.2
S Barrott,2025-05-18,21,9,4.2,19.6
S Barrott,2025-08-16,31,6,4.7,21.6
S Barrott,2025-08-30,18,6,5.2,21.9
S Barrott,2025-09-21,22,3,5.2,22.2
S Barrott,2025-09-29,23,7,5.5,21.6
S Barrott,2025-10-26,24,4,5.7,22.2
S Barrott,2025-11-08,18,6,5.9,22.2
S Barrott,2025-11-22,21,4,5.6,22.0
S Barrott,2025-11-29,14,2,5.3,21.0
S Barrott,2025-12-07,13,0,4.7,20.5
S Barrott,2025-12-14,22,4,4.2,20.6
S Barrott,2025-12-20,9,4,4.0,18.4
S Barrott,2025-12-30,17,2,3.6,18.3
S Barrott,2026-01-18,22,4,3.7,18.3
S Barrott,2026-01-25,21,1,3.1,18.1
S Barrott,2026-02-07,19,3,3.0,17.6
S Barrott,2026-02-21,21,2,2.6,17.9
S Barrott,2026-02-28,18,4,2.6,17.6
S Barrott,2026-03-15,18,5,2.9,18.0
S Barrott,2026-03-21,13,2,3.1,18.0
S Barrott,2026-04-19,22,4,3.1,18.0
S Barrott,2026-04-25,23,4,3.1,19.4
S Barrott,2026-05-03,24,7,3.6,20.1
S Barrott,2026-05-17,12,4,3.6,19.1
S Barrott,2026-05-24,19,1,3.6,18.9
S Hooper,2022-08-06,23,3,3.0,23.0
S Hooper,2022-08-20,18,4,3.5,20.5
S Hooper,2022-08-30,19,3,3.3333333333333335,20.0
S Hooper,2022-09-03,13,2,3.0,18.25
S Hooper,2022-09-17,18,3,3.0,18.2
S Hooper,2022-10-08,16,2,2.8333333333333335,17.833333333333332
S Hooper,2022-10-19,14,1,2.5714285714285716,17.285714285714285
S Hooper,2022-10-22,30,7,3.125,18.875
S Hooper,2022-10-30,17,1,2.888888888888889,18.666666666666668
S Hooper,2022-11-12,16,2,2.8,18.4
S Hooper,2022-12-27,18,0,2.5,17.9
S Hooper,2022-12-31,32,8,2.9,19.3
S Hooper,2023-01-14,17,2,2.8,19.1
S Hooper,2023-01-19,24,3,2.9,20.2
S Hooper,2023-02-08,18,4,3.0,20.2
S Hooper,2023-02-13,24,4,3.2,21.0
S Hooper,2023-02-18,17,3,3.4,21.3
S Hooper,2023-03-04,21,6,3.3,20.4
S Hooper,2023-03-11,23,3,3.5,21.0
S Hooper,2023-03-18,21,2,3.5,21.5
S Hooper,2023-04-01,21,2,3.7,21.8
S Hooper,2023-04-09,19,4,3.3,20.5
S Hooper,2023-04-16,18,4,3.5,20.6
S Hooper,2023-04-21,24,6,3.8,20.6
S Hooper,2023-04-30,19,4,3.8,20.7
S Hooper,2023-05-08,24,6,4.0,20.7
S Hooper,2023-05-13,30,5,4.2,22.0
S Hooper,2023-05-24,27,3,3.9,22.6
S Hooper,2023-05-28,18,2,3.8,22.1
S Hooper,2023-08-14,24,5,4.1,22.4
S Hooper,2023-09-03,19,1,4.0,22.2
S Hooper,2023-09-17,22,2,3.8,22.5
S Hooper,2023-09-30,28,9,4.3,23.5
S Hooper,2023-10-28,19,5,4.2,23.0
S Hooper,2023-11-12,21,7,4.5,23.2
S Hooper,2023-11-25,32,8,4.7,24.0
S Hooper,2023-12-03,28,8,5.0,23.8
S Hooper,2023-12-06,20,5,5.2,23.1
S Hooper,2023-12-09,13,4,5.4,22.6
S Hooper,2023-12-23,28,5,5.4,23.0
S Hooper,2023-12-31,27,6,5.9,23.8
S Hooper,2024-01-30,13,1,5.8,22.9
S Hooper,2024-02-03,22,4,5.3,22.3
S Hooper,2024-02-10,20,5,5.3,22.4
S Hooper,2024-02-26,14,3,4.9,21.7
S Hooper,2024-03-02,26,3,4.4,21.1
S Hooper,2024-03-09,24,3,3.9,20.7
S Hooper,2024-03-30,21,4,3.8,20.8
S Hooper,2024-04-07,23,5,3.9,21.8
S Hooper,2024-04-13,26,3,3.7,21.6
S Hooper,2024-04-23,23,4,3.5,21.2
S Hooper,2024-04-28,14,0,3.4,21.3
S Hooper,2024-05-13,26,2,3.2,21.7
S Hooper,2024-05-19,26,8,3.5,22.3
S Hooper,2024-08-17,16,2,3.4,22.5
S Hooper,2024-08-31,33,7,3.8,23.2
S Hooper,2024-09-28,13,5,4.0,22.1
S Hooper,2024-10-05,22,6,4.2,22.2
S Hooper,2024-10-27,29,9,4.6,22.8
S Hooper,2024-11-23,11,5,4.8,21.3
S Hooper,2024-12-05,23,4,4.8,21.3
S Hooper,2024-12-14,22,2,5.0,22.1
S Hooper,2024-12-21,17,4,5.2,21.2
S Hooper,2024-12-26,15,5,4.9,20.1
S Hooper,2024-12-30,21,2,4.9,20.6
S Hooper,2025-01-15,25,4,4.6,19.8
S Hooper,2025-01-20,22,6,4.7,20.7
S Hooper,2025-02-01,21,4,4.5,20.6
S Hooper,2025-02-16,28,4,4.0,20.5
S Hooper,2025-02-26,9,3,3.8,20.3
S Hooper,2025-03-08,15,7,4.1,19.5
S Hooper,2025-03-15,20,7,4.6,19.3
S Hooper,2025-04-05,22,4,4.6,19.8
S Hooper,2025-04-12,16,4,4.5,19.9
S Hooper,2025-04-19,13,4,4.7,19.1
S Hooper,2025-05-04,21,4,4.7,18.7
S Hooper,2025-05-18,18,6,4.7,18.3
S Hooper,2025-08-17,29,5,4.8,19.1
S Hooper,2025-08-25,32,5,4.9,19.5
S Hooper,2025-08-30,30,6,5.2,21.6
S Hooper,2025-09-13,32,6,5.1,23.3
S Hooper,2025-09-27,25,8,5.2,23.8
S Hooper,2025-10-03,18,1,4.9,23.4
S Hooper,2025-10-19,18,2,4.7,23.6
S Hooper,2025-10-25,17,5,4.8,24.0
S Hooper,2025-12-07,20,4,4.8,23.9
S Hooper,2025-12-15,27,5,4.7,24.8
S Hooper,2025-12-27,18,1,4.3,23.7
S Hooper,2026-01-03,30,3,4.1,23.5
S Hooper,2026-01-26,22,3,3.8,22.7
S Hooper,2026-01-31,18,4,3.6,21.3
S Hooper,2026-02-10,14,2,3.0,20.2
S Singh,2024-03-09,31,5,5.0,31.0
Simon Hooper,2018-01-31,33,3,3.0,33.0
Simon Hooper,2018-09-29,23,0,1.5,28.0
Simon Hooper,2018-11-10,29,5,2.6666666666666665,28.333333333333332
Simon Hooper,2018-12-15,24,3,2.75,27.25
Simon Hooper,2018-12-29,32,2,2.6,28.2
Simon Hooper,2019-01-19,19,1,2.3333333333333335,26.666666666666668
Simon Hooper,2019-02-02,26,1,2.142857142857143,26.571428571428573
Simon Hooper,2019-02-22,24,3,2.25,26.25
Simon Hooper,2019-04-27,24,5,2.5555555555555554,26.0
Simon Hooper,2019-09-21,20,4,2.7,25.4
Simon Hooper,2019-11-02,23,3,2.7,24.4
Simon Hooper,2019-11-23,25,6,3.3,24.6
Simon Hooper,2019-12-08,24,4,3.2,24.1
Simon Hooper,2019-12-21,26,2,3.1,24.3
Simon Hooper,2019-12-28,27,7,3.6,23.8
Simon Hooper,2020-01-21,26,2,3.7,24.5
Simon Hooper,2020-02-15,22,4,4.0,24.1
Simon Hooper,2020-03-07,23,0,3.7,24.0
Simon Hooper,2020-06-29,28,2,3.4,24.4
Simon Hooper,2020-07-20,27,6,3.6,25.1
Simon Hooper,2020-10-03,30,1,3.4,25.8
Simon Hooper,2020-11-02,30,5,3.3,26.3
Simon Hooper,2020-11-30,32,2,3.1,27.1
Simon Hooper,2020-12-16,27,4,3.3,27.2
Simon Hooper,2020-12-27,20,0,2.6,26.5
Simon Hooper,2021-01-23,29,3,2.7,26.8
Simon Hooper,2021-01-30,24,3,2.6,27.0
Simon Hooper,2021-02-15,26,2,2.8,27.3
Simon Hooper,2021-03-13,36,4,3.0,28.1
Simon Hooper,2021-04-12,27,1,2.5,28.1
Simon Hooper,2021-05-01,27,2,2.6,27.8
Simon Hooper,2021-05-08,24,2,2.3,27.2
Simon Hooper,2021-10-02,28,3,2.4,26.8
Simon Hooper,2021-10-24,24,2,2.2,26.5
Simon Hooper,2021-11-20,33,5,2.7,27.8
Simon Hooper,2021-11-27,21,4,2.8,27.0
Simon Hooper,2021-12-04,22,3,2.8,26.8
Simon Hooper,2021-12-15,37,6,3.2,27.9
Simon Hooper,2022-01-12,20,0,2.8,26.3
Simon Hooper,2022-01-22,23,3,3.0,25.9
Simon Hooper,2022-02-12,24,1,2.9,25.6
Simon Hooper,2022-02-25,26,3,3.0,25.8
Simon Hooper,2022-03-10,31,8,3.5,26.1
Simon Hooper,2022-04-02,27,2,3.5,26.4
Simon Hooper,2022-04-16,24,3,3.3,25.5
Simon Hooper,2022-04-30,13,3,3.2,24.7
Simon Hooper,2022-05-11,22,0,2.9,24.7
Stuart Attwell,2017-08-26,22,1,1.0,22.0
Stuart Attwell,2017-09-16,26,4,2.5,24.0
Stuart Attwell,2017-10-14,25,7,4.0,24.333333333333332
Stuart Attwell,2017-10-21,28,6,4.5,25.25
Stuart Attwell,2017-11-25,26,6,4.8,25.4
Stuart Attwell,2017-12-09,19,0,4.0,24.333333333333332
Stuart Attwell,2017-12-16,24,3,3.857142857142857,24.285714285714285
Stuart Attwell,2017-12-26,30,7,4.25,25.0
Stuart Attwell,2018-01-02,23,1,3.888888888888889,24.77777777777778
Stuart Attwell,2018-01-20,28,3,3.8,25.1
Stuart Attwell,2018-02-03,27,6,4.3,25.6
Stuart Attwell,2018-02-24,14,2,4.1,24.4
Stuart Attwell,2018-03-04,31,6,4.0,25.0
Stuart Attwell,2018-04-07,21,4,3.8,24.3
Stuart Attwell,2018-04-21,19,1,3.3,23.6
Stuart Attwell,2018-08-18,24,8,4.1,24.1
Stuart Attwell,2018-09-01,30,6,4.4,24.7
Stuart Attwell,2018-09-15,18,0,3.7,23.5
Stuart Attwell,2018-09-29,23,4,4.0,23.5
Stuart Attwell,2018-10-27,12,0,3.7,21.9
Stuart Attwell,2018-11-11,26,4,3.5,21.8
Stuart Attwell,2018-12-01,14,0,3.3,21.8
Stuart Attwell,2018-12-05,17,1,2.8,20.4
Stuart Attwell,2018-12-16,26,4,2.8,20.9
Stuart Attwell,2018-12-22,23,5,3.2,21.3
Stuart Attwell,2018-12-29,16,5,2.9,20.5
Stuart Attwell,2019-01-19,19,1,2.4,19.4
Stuart Attwell,2019-01-29,24,5,2.9,20.0
Stuart Attwell,2019-02-09,16,2,2.7,19.3
Stuart Attwell,2019-02-27,11,2,2.9,19.2
Stuart Attwell,2019-03-02,20,3,2.8,18.6
Stuart Attwell,2019-03-30,25,3,3.1,19.7
Stuart Attwell,2019-04-06,27,3,3.3,20.7
Stuart Attwell,2019-04-24,22,5,3.4,20.3
Stuart Attwell,2019-05-04,17,2,3.1,19.7
Stuart Attwell,2019-08-17,25,4,3.0,20.6
Stuart Attwell,2019-08-31,18,1,3.0,20.5
Stuart Attwell,2019-09-22,16,6,3.1,19.7
Stuart Attwell,2019-09-28,20,4,3.3,20.1
Stuart Attwell,2019-10-27,30,4,3.5,22.0
Stuart Attwell,2019-11-02,19,3,3.5,21.9
Stuart Attwell,2019-11-23,42,8,4.0,23.6
Stuart Attwell,2019-12-05,18,2,3.9,22.7
Stuart Attwell,2019-12-15,25,8,4.2,23.0
Stuart Attwell,2019-12-26,23,8,4.8,23.6
Stuart Attwell,2020-01-01,26,5,4.9,23.7
Stuart Attwell,2020-01-21,22,3,5.1,24.1
Stuart Attwell,2020-02-15,16,3,4.8,24.1
Stuart Attwell,2020-02-23,26,4,4.8,24.7
Stuart Attwell,2020-03-01,33,5,4.9,25.0
Stuart Attwell,2020-06-20,35,5,5.1,26.6
Stuart Attwell,2020-06-25,18,2,4.5,24.2
Stuart Attwell,2020-07-04,27,4,4.7,25.1
Stuart Attwell,2020-07-12,30,3,4.2,25.6
Stuart Attwell,2020-07-20,32,4,3.8,26.5
Stuart Attwell,2020-07-26,30,5,3.8,26.9
Stuart Attwell,2020-09-12,25,4,3.9,27.2
Stuart Attwell,2020-09-28,38,9,4.5,29.4
Stuart Attwell,2020-10-18,27,5,4.6,29.5
Stuart Attwell,2020-11-01,23,6,4.7,28.5
Stuart Attwell,2020-11-28,24,3,4.5,27.4
Stuart Attwell,2020-12-06,27,4,4.7,28.3
Stuart Attwell,2020-12-15,32,4,4.7,28.8
Stuart Attwell,2020-12-28,26,4,4.8,28.4
Stuart Attwell,2021-01-02,32,4,4.8,28.4
Stuart Attwell,2021-01-16,27,4,4.7,28.1
Stuart Attwell,2021-01-26,22,0,4.3,27.8
Stuart Attwell,2021-01-30,26,7,4.1,26.6
Stuart Attwell,2021-02-07,32,3,3.9,27.1
Stuart Attwell,2021-02-14,29,2,3.5,27.7
Stuart Attwell,2021-02-28,31,3,3.5,28.4
Stuart Attwell,2021-03-07,30,5,3.6,28.7
Stuart Attwell,2021-03-14,23,0,3.2,27.8
Stuart Attwell,2021-04-03,25,2,3.0,27.7
Stuart Attwell,2021-04-20,25,5,3.1,27.0
Stuart Attwell,2021-04-25,29,2,2.9,27.2
Stuart Attwell,2021-05-09,23,3,3.2,27.3
Stuart Attwell,2021-05-18,28,6,3.1,27.5
Stuart Attwell,2021-05-23,31,7,3.5,27.4
Stuart Attwell,2021-08-22,18,5,3.8,26.3
Stuart Attwell,2021-08-28,19,1,3.6,25.1
Stuart Attwell,2021-09-11,25,5,3.6,24.6
Stuart Attwell,2021-09-19,23,3,3.9,24.6
Stuart Attwell,2021-09-25,19,2,3.9,24.0
Stuart Attwell,2021-10-17,9,2,3.6,22.4
Stuart Attwell,2021-10-30,29,5,3.9,22.4
Stuart Attwell,2021-11-21,16,2,3.8,21.7
Stuart Attwell,2021-11-27,25,4,3.6,21.4
Stuart Attwell,2021-12-11,26,3,3.2,20.9
Stuart Attwell,2022-01-01,18,8,3.5,20.9
Stuart Attwell,2022-01-11,19,1,3.5,20.9
Stuart Attwell,2022-02-12,29,4,3.4,21.3
Stuart Attwell,2022-03-07,35,2,3.3,22.5
Stuart Attwell,2022-03-13,30,4,3.5,23.6
Stuart Attwell,2022-04-02,21,2,3.5,24.8
Stuart Attwell,2022-04-21,17,4,3.4,23.6
Stuart Attwell,2022-04-24,22,7,3.9,24.2
Stuart Attwell,2022-05-08,22,4,3.9,23.9
Stuart Attwell,2022-05-19,25,5,4.1,23.8
T Bramall,2022-08-30,20,3,3.0,20.0
T Bramall,2022-10-01,21,3,3.0,20.5
T Bramall,2022-10-15,30,4,3.3333333333333335,23.666666666666668
T Bramall,2023-01-04,31,4,3.5,25.5
T Bramall,2023-01-21,18,1,3.0,24.0
T Bramall,2023-04-25,24,5,3.3333333333333335,24.0
T Bramall,2023-05-13,29,2,3.142857142857143,24.714285714285715
T Bramall,2023-05-28,22,2,3.0,24.375
T Bramall,2023-08-19,24,4,3.111111111111111,24.333333333333332
T Bramall,2023-09-30,22,4,3.2,24.1
T Bramall,2023-11-04,26,5,3.4,24.7
T Bramall,2023-12-03,28,8,3.9,25.4
T Bramall,2023-12-30,23,5,4.0,24.7
T Bramall,2024-01-30,19,3,3.9,23.5
T Bramall,2024-02-03,29,4,4.2,24.6
T Bramall,2024-02-17,28,8,4.5,25.0
T Bramall,2024-04-02,22,2,4.5,24.3
T Bramall,2024-04-24,25,6,4.9,24.6
T Bramall,2024-05-11,25,5,5.0,24.7
T Bramall,2024-11-09,26,5,5.1,25.1
T Bramall,2024-12-14,23,6,5.2,24.8
T Bramall,2024-12-26,25,4,4.8,24.5
T Bramall,2025-01-18,23,1,4.4,24.5
T Bramall,2025-02-15,21,0,4.1,24.7
T Bramall,2025-02-25,15,3,4.0,23.3
T Bramall,2025-03-16,12,2,3.4,21.7
T Bramall,2025-04-12,15,4,3.6,21.0
T Bramall,2025-04-27,25,3,3.3,21.0
T Bramall,2025-05-20,20,4,3.2,20.5
T Bramall,2025-05-25,20,4,3.1,19.9
T Bramall,2025-08-23,29,6,3.1,20.5
T Bramall,2025-09-13,18,2,2.9,19.8
T Bramall,2025-09-20,23,2,3.0,19.8
T Bramall,2025-10-04,22,5,3.5,19.9
T Bramall,2025-10-26,17,0,3.2,20.1
T Bramall,2025-11-03,22,5,3.5,21.1
T Bramall,2025-11-22,19,5,3.6,21.5
T Bramall,2025-12-02,17,3,3.6,20.7
T Bramall,2025-12-13,24,1,3.3,21.1
T Bramall,2025-12-20,15,4,3.3,20.6
T Bramall,2025-12-30,21,2,2.9,19.8
T Bramall,2026-01-07,22,7,3.4,20.2
T Bramall,2026-01-24,25,6,3.8,20.4
T Bramall,2026-02-08,21,4,3.7,20.3
T Bramall,2026-02-21,25,7,4.4,21.1
T Bramall,2026-03-01,25,6,4.5,21.4
T Bramall,2026-03-03,23,3,4.3,21.8
T Bramall,2026-03-15,23,3,4.3,22.4
T Bramall,2026-04-11,18,3,4.5,21.8
T Bramall,2026-04-18,23,6,4.7,22.6
T Bramall,2026-05-01,23,7,5.2,22.8
T Bramall,2026-05-10,18,2,4.7,22.4
T Harrington,2022-08-13,22,4,4.0,22.0
T Harrington,2022-09-04,14,2,3.0,18.0
T Harrington,2022-09-16,26,4,3.3333333333333335,20.666666666666668
T Harrington,2022-10-08,23,3,3.25,21.25
T Harrington,2022-10-19,21,6,3.8,21.2
T Harrington,2022-11-05,26,4,3.8333333333333335,22.0
T Harrington,2023-09-23,18,3,3.7142857142857144,21.428571428571427
T Harrington,2024-01-12,19,1,3.375,21.125
